40.1018,-76.0852,Van,10256,301.0,41.2112,-80.5379,600.0,1,2023-11-18T03:12:52,Load
42.106,-72.5781,Van,10034,96.0,42.5455,-71.1754,325.0,2,2023-11-18T03:22:36,Load
37.92,-77.45,Reefer,10182,209.0,39.74,-75.31,850.0,3,2023-11-18T03:22:36,Load
41.9573,-83.6597,Van,10132,265.0,44.7697,-85.6344,715.5,4,2023-11-18T03:23:55,Load
33.4482,-84.1468,Reefer,10736,697.0,41.1274,-84.8499,1625.0,5,2023-11-18T04:04:31,Load
38.8467,-91.948,Van,10951,1023.0,36.7082,-76.2281,1500.0,6,2023-11-18T06:02:38,Load
41.9584,-70.6673,Van,10609,221.0,40.812,-74.1243,805.0,7,2023-11-18T06:05:37,Load
33.39,-84.59,Van,10517,727.0,40.2,-77.18,1000.0,8,2023-11-18T06:05:49,Load
35.7339,-79.6523,Flatbed,10635,298.0,38.7626,-80.6373,900.0,9,2023-11-18T06:35:56,Load
39.0,-78.16,Van,10262,552.0,38.75,-85.8,1300.0,10,2023-11-18T06:35:56,Load
42.1167,-80.0826,Reefer,10651,133.0,40.5038,-79.8395,500.0,11,2023-11-18T06:36:01,Load
33.4,-84.12,Reefer,11010,480.0,38.91,-84.61,1450.0,12,2023-11-18T06:38:59,Load
40.5009,-75.9699,Flatbed,10426,293.0,38.9259,-79.8467,900.0,13,2023-11-18T06:39:34,Load
33.7448,-85.2899,Van,10007,627.0,40.8009,-85.8193,1400.0,14,2023-11-18T07:23:03,Load
Reefer,Long,34.294166564941406,-85.87999725341797,15,2023-11-18T08:12:28,101,Truck
Flatbed,Short,39.91321563720703,-86.21017456054688,16,2023-11-18T08:19:59,134,Truck
Van,Short,36.07754898071289,-87.12014770507812,17,2023-11-18T08:20:41,121,Truck
42.9981,-78.1875,Reefer,10509,316.0,40.5779,-74.3968,750.0,18,2023-11-18T08:22:38,Load
Van,Long,32.50544738769531,-85.60502624511719,19,2023-11-18T08:28:02,106,Truck
Flatbed,Long,35.79412078857422,-86.37789154052734,20,2023-11-18T08:29:42,147,Truck
Flatbed,Long,33.3255615234375,-87.0457534790039,21,2023-11-18T08:30:52,159,Truck
Flatbed,Short,43.46783828735352,-71.5811767578125,22,2023-11-18T08:33:01,112,Truck
Flatbed,Long,36.712520599365234,-81.9375,23,2023-11-18T08:33:37,155,Truck
Reefer,Long,37.00162124633789,-84.10564422607422,24,2023-11-18T08:38:02,114,Truck
Van,Short,40.8126106262207,-73.99231719970703,25,2023-11-18T08:38:02,176,Truck
Van,Long,35.27237701416016,-80.84786224365234,26,2023-11-18T08:39:00,144,Truck
Reefer,Long,41.511962890625,-87.74269104003906,27,2023-11-18T08:41:08,169,Truck
39.1492,-76.7762,Reefer,10161,393.0,42.3052,-71.5236,850.0,28,2023-11-18T08:41:19,Load
Reefer,Long,40.81547927856445,-74.44510650634766,29,2023-11-18T08:42:24,172,Truck
Reefer,Long,39.03981018066406,-84.61251068115234,30,2023-11-18T08:43:24,185,Truck
